股票代码	雅虎代码	公司名称	交易所
000639	000639.SZ	西王食品	SZ
000048	000048.SZ	京基智农	SZ
000848	000848.SZ	承德露露	SZ
300084	300084.SZ	海默科技	SZ
002753	002753.SZ	永东股份	SZ
688553	688553.SS	汇宇制药-W	SH
001359	001359.SZ	平安电工	SZ
002721	002721.SZ	ST金一	SZ
601598	601598.SS	中国外运	SH
603041	603041.SS	美思德	SH
600594	600594.SS	益佰制药	SH
600015	600015.SS	华夏银行	SH
688231	688231.SS	隆达股份	SH
600168	600168.SS	武汉控股	SH
002319	002319.SZ	乐通股份	SZ
688597	688597.SS	煜邦电力	SH
600925	600925.SS	苏能股份	SH
600137	600137.SS	浪莎股份	SH
603616	603616.SS	韩建河山	SH
001380	001380.SZ	华纬科技	SZ
000912	000912.SZ	泸天化	SZ
002328	002328.SZ	新朋股份	SZ
600905	600905.SS	三峡能源	SH
600116	600116.SS	三峡水利	SH
603098	603098.SS	森特股份	SH
601998	601998.SS	中信银行	SH
002438	002438.SZ	江苏神通	SZ
600163	600163.SS	中闽能源	SH
600863	600863.SS	内蒙华电	SH
600292	600292.SS	远达环保	SH
000635	000635.SZ	英 力 特	SZ
600197	600197.SS	伊力特	SH
002092	002092.SZ	ST中泰	SZ
000400	000400.SZ	许继电气	SZ
600981	600981.SS	汇鸿集团	SH
600758	600758.SS	辽宁能源	SH
002480	002480.SZ	新筑股份	SZ
605003	605003.SS	众望布艺	SH
605333	605333.SS	沪光股份	SH
603768	603768.SS	常青股份	SH
688282	688282.SS	*ST导航	SH
601827	601827.SS	三峰环境	SH
600615	600615.SS	丰华股份	SH
600996	600996.SS	贵广网络	SH
600597	600597.SS	光明乳业	SH
600639	600639.SS	浦东金桥	SH
002487	002487.SZ	大金重工	SZ
603379	603379.SS	三美股份	SH
300683	300683.SZ	海特生物	SZ
600221	600221.SS	海航控股	SH
000554	000554.SZ	泰山石油	SZ
300973	300973.SZ	立高食品	SZ
605069	605069.SS	正和生态	SH
600356	600356.SS	恒丰纸业	SH
601228	601228.SS	广州港	SH
600200	600200.SS	江苏吴中	SH
601699	601699.SS	潞安环能	SH
688129	688129.SS	东来技术	SH
001286	001286.SZ	陕西能源	SZ
301220	301220.SZ	亚香股份	SZ
301127	301127.SZ	天源环保	SZ
301380	301380.SZ	挖金客	SZ
600754	600754.SS	锦江酒店	SH
600055	600055.SS	万东医疗	SH
601100	601100.SS	恒立液压	SH
688220	688220.SS	翱捷科技-U	SH
300908	300908.SZ	仲景食品	SZ
600400	600400.SS	红豆股份	SH
301165	301165.SZ	锐捷网络	SZ
000702	000702.SZ	正虹科技	SZ
605288	605288.SS	凯迪股份	SH
688121	688121.SS	卓然股份	SH
002225	002225.SZ	濮耐股份	SZ
002813	002813.SZ	路畅科技	SZ
603322	603322.SS	超讯通信	SH
688265	688265.SS	南模生物	SH
301158	301158.SZ	德石股份	SZ
601968	601968.SS	宝钢包装	SH
600031	600031.SS	三一重工	SH
600135	600135.SS	乐凯胶片	SH
603696	603696.SS	安记食品	SH
600796	600796.SS	钱江生化	SH
300627	300627.SZ	华测导航	SZ
000411	000411.SZ	英特集团	SZ
600475	600475.SS	华光环能	SH
002989	002989.SZ	中天精装	SZ
300275	300275.SZ	梅安森	SZ
002718	002718.SZ	友邦吊顶	SZ
688358	688358.SS	祥生医疗	SH
600435	600435.SS	北方导航	SH
002418	002418.SZ	康盛股份	SZ
002966	002966.SZ	苏州银行	SZ
600235	600235.SS	民丰特纸	SH
000796	000796.SZ	凯撒旅业	SZ
688062	688062.SS	迈威生物-U	SH
603136	603136.SS	天目湖	SH
301288	301288.SZ	清研环境	SZ
002033	002033.SZ	丽江股份	SZ
600740	600740.SS	山西焦化	SH
603329	603329.SS	上海雅仕	SH
600720	600720.SS	中交设计	SH
600156	600156.SS	华升股份	SH
688212	688212.SS	澳华内镜	SH
603218	603218.SS	日月股份	SH
603197	603197.SS	保隆科技	SH
600302	600302.SS	标准股份	SH
603797	603797.SS	联泰环保	SH
603035	603035.SS	常熟汽饰	SH
600820	600820.SS	隧道股份	SH
603860	603860.SS	中公高科	SH
002321	002321.SZ	华英农业	SZ
002758	002758.SZ	浙农股份	SZ
300729	300729.SZ	乐歌股份	SZ
002548	002548.SZ	金新农	SZ
603733	603733.SS	仙鹤股份	SH
688057	688057.SS	金达莱	SH
002109	002109.SZ	兴化股份	SZ
603900	603900.SS	莱绅通灵	SH
605138	605138.SS	盛泰集团	SH
300175	300175.SZ	朗源股份	SZ
300833	300833.SZ	浩洋股份	SZ
000055	000055.SZ	方大集团	SZ
000581	000581.SZ	威孚高科	SZ
300498	300498.SZ	温氏股份	SZ
605338	605338.SS	巴比食品	SH
603408	603408.SS	建霖家居	SH
603332	603332.SS	苏州龙杰	SH
600219	600219.SS	南山铝业	SH
688073	688073.SS	毕得医药	SH
600768	600768.SS	宁波富邦	SH
300772	300772.SZ	运达股份	SZ
603026	603026.SS	石大胜华	SH
002223	002223.SZ	鱼跃医疗	SZ
601919	601919.SS	中远海控	SH
301419	301419.SZ	阿莱德	SZ
002662	002662.SZ	京威股份	SZ
603305	603305.SS	旭升集团	SH
600543	600543.SS	莫高股份	SH
600283	600283.SS	钱江水利	SH
600582	600582.SS	天地科技	SH
603530	603530.SS	神马电力	SH
688375	688375.SS	国博电子	SH
002984	002984.SZ	森麒麟	SZ
300866	300866.SZ	安克创新	SZ
688605	688605.SS	先锋精科	SH
300958	300958.SZ	建工修复	SZ
002270	002270.SZ	华明装备	SZ
002422	002422.SZ	科伦药业	SZ
601008	601008.SS	连云港	SH
605305	605305.SS	中际联合	SH
688336	688336.SS	三生国健	SH
600726	600726.SS	华电能源	SH
000488	000488.SZ	晨鸣纸业	SZ
688226	688226.SS	威腾电气	SH
601009	601009.SS	南京银行	SH
600683	600683.SS	京投发展	SH
300933	300933.SZ	中辰股份	SZ
000782	000782.SZ	恒申新材	SZ
603137	603137.SS	恒尚节能	SH
601128	601128.SS	常熟银行	SH
002970	002970.SZ	锐明技术	SZ
600267	600267.SS	海正药业	SH
000012	000012.SZ	南 玻Ａ	SZ
000568	000568.SZ	泸州老窖	SZ
689009	689009.SS	九号公司-WD	SH
600698	600698.SS	湖南天雁	SH
603233	603233.SS	大参林	SH
300165	300165.SZ	ST天瑞	SZ
601668	601668.SS	中国建筑	SH
600150	600150.SS	中国船舶	SH
001215	001215.SZ	千味央厨	SZ
600332	600332.SS	白云山	SH
002755	002755.SZ	奥赛康	SZ
300559	300559.SZ	佳发教育	SZ
600233	600233.SS	圆通速递	SH
600248	600248.SS	陕建股份	SH
002112	002112.SZ	三变科技	SZ
002440	002440.SZ	闰土股份	SZ
000998	000998.SZ	隆平高科	SZ
603067	603067.SS	振华股份	SH
000553	000553.SZ	安道麦A	SZ
002452	002452.SZ	长高电新	SZ
600104	600104.SS	上汽集团	SH
605339	605339.SS	南侨食品	SH
600365	600365.SS	ST通葡	SH
301600	301600.SZ	慧翰股份	SZ
603055	603055.SS	台华新材	SH
600493	600493.SS	凤竹纺织	SH
600834	600834.SS	申通地铁	SH
000709	000709.SZ	河钢股份	SZ
603004	603004.SS	鼎龙科技	SH
002443	002443.SZ	金洲管道	SZ
600099	600099.SS	林海股份	SH
003030	003030.SZ	祖名股份	SZ
301148	301148.SZ	嘉戎技术	SZ
000725	000725.SZ	京东方Ａ	SZ
603102	603102.SS	百合股份	SH
600926	600926.SS	杭州银行	SH
300931	300931.SZ	通用电梯	SZ
600308	600308.SS	华泰股份	SH
001332	001332.SZ	锡装股份	SZ
002365	002365.SZ	永安药业	SZ
301290	301290.SZ	东星医疗	SZ
000002	000002.SZ	万 科Ａ	SZ
601002	601002.SS	晋亿实业	SH
300534	300534.SZ	陇神戎发	SZ
600273	600273.SS	嘉化能源	SH
605376	605376.SS	博迁新材	SH
300783	300783.SZ	三只松鼠	SZ
300187	300187.SZ	永清环保	SZ
001333	001333.SZ	光华股份	SZ
600029	600029.SS	南方航空	SH
300075	300075.SZ	数字政通	SZ
002482	002482.SZ	广田集团	SZ
603182	603182.SS	嘉华股份	SH
002163	002163.SZ	海南发展	SZ
000626	000626.SZ	远大控股	SZ
603863	603863.SS	松炀资源	SH
002627	002627.SZ	三峡旅游	SZ
002303	002303.SZ	美盈森	SZ
000789	000789.SZ	万年青	SZ
300881	300881.SZ	盛德鑫泰	SZ
688480	688480.SS	赛恩斯	SH
601963	601963.SS	重庆银行	SH
603589	603589.SS	口子窖	SH
603086	603086.SS	先达股份	SH
601996	601996.SS	丰林集团	SH
600123	600123.SS	兰花科创	SH
601991	601991.SS	大唐发电	SH
002695	002695.SZ	煌上煌	SZ
002088	002088.SZ	鲁阳节能	SZ
002581	002581.SZ	未名医药	SZ
603488	603488.SS	展鹏科技	SH
002001	002001.SZ	新 和 成	SZ
002352	002352.SZ	顺丰控股	SZ
688692	688692.SS	达梦数据	SH
600765	600765.SS	中航重机	SH
688373	688373.SS	盟科药业-U	SH
002973	002973.SZ	侨银股份	SZ
603048	603048.SS	浙江黎明	SH
002025	002025.SZ	航天电器	SZ
600020	600020.SS	中原高速	SH
002360	002360.SZ	同德化工	SZ
688475	688475.SS	萤石网络	SH
600269	600269.SS	赣粤高速	SH
603122	603122.SS	合富中国	SH
601568	601568.SS	北元集团	SH
600343	600343.SS	航天动力	SH
601567	601567.SS	三星医疗	SH
600771	600771.SS	广誉远	SH
603173	603173.SS	福斯达	SH
002850	002850.SZ	科达利	SZ
603817	603817.SS	海峡环保	SH
002785	002785.SZ	万里石	SZ
000932	000932.SZ	华菱钢铁	SZ
001376	001376.SZ	百通能源	SZ
605500	605500.SS	森林包装	SH
605507	605507.SS	国邦医药	SH
301177	301177.SZ	迪阿股份	SZ
002162	002162.SZ	悦心健康	SZ
600975	600975.SS	新五丰	SH
600016	600016.SS	民生银行	SH
601333	601333.SS	广深铁路	SH
002388	002388.SZ	ST新亚	SZ
002374	002374.SZ	中锐股份	SZ
000514	000514.SZ	渝 开 发	SZ
000338	000338.SZ	潍柴动力	SZ
000059	000059.SZ	华锦股份	SZ
002394	002394.SZ	联发股份	SZ
600757	600757.SS	长江传媒	SH
002732	002732.SZ	燕塘乳业	SZ
688272	688272.SS	富吉瑞	SH
002612	002612.SZ	朗姿股份	SZ
600048	600048.SS	保利发展	SH
000153	000153.SZ	丰原药业	SZ
688379	688379.SS	华光新材	SH
603071	603071.SS	物产环能	SH
688343	688343.SS	云天励飞-U	SH
688656	688656.SS	浩欧博	SH
002479	002479.SZ	富春环保	SZ
000628	000628.SZ	高新发展	SZ
002696	002696.SZ	百洋股份	SZ
600426	600426.SS	华鲁恒升	SH
301588	301588.SZ	美新科技	SZ
300597	300597.SZ	吉大通信	SZ
600127	600127.SS	金健米业	SH
300760	300760.SZ	迈瑞医疗	SZ
603235	603235.SS	天新药业	SH
603601	603601.SS	再升科技	SH
002170	002170.SZ	芭田股份	SZ
688548	688548.SS	广钢气体	SH
600819	600819.SS	耀皮玻璃	SH
300382	300382.SZ	斯莱克	SZ
600511	600511.SS	国药股份	SH
605155	605155.SS	西大门	SH
002053	002053.SZ	云南能投	SZ
601326	601326.SS	秦港股份	SH
600749	600749.SS	西藏旅游	SH
688312	688312.SS	燕麦科技	SH
300572	300572.SZ	安车检测	SZ
600366	600366.SS	宁波韵升	SH
300877	300877.SZ	金春股份	SZ
300832	300832.SZ	新产业	SZ
600479	600479.SS	千金药业	SH
301159	301159.SZ	三维天地	SZ
000731	000731.SZ	四川美丰	SZ
600861	600861.SS	北京人力	SH
605179	605179.SS	一鸣食品	SH
600853	600853.SS	龙建股份	SH
600455	600455.SS	博通股份	SH
603355	603355.SS	莱克电气	SH
600572	600572.SS	康恩贝	SH
000638	000638.SZ	万方发展	SZ
600547	600547.SS	山东黄金	SH
603585	603585.SS	苏利股份	SH
301486	301486.SZ	致尚科技	SZ
002790	002790.SZ	瑞尔特	SZ
603707	603707.SS	健友股份	SH
002573	002573.SZ	清新环境	SZ
000525	000525.SZ	ST红太阳	SZ
603687	603687.SS	大胜达	SH
002332	002332.SZ	仙琚制药	SZ
600815	600815.SS	厦工股份	SH
600067	600067.SS	冠城新材	SH
002615	002615.SZ	哈尔斯	SZ
600216	600216.SS	浙江医药	SH
600173	600173.SS	卧龙地产	SH
600218	600218.SS	全柴动力	SH
688181	688181.SS	八亿时空	SH
688118	688118.SS	普元信息	SH
600035	600035.SS	楚天高速	SH
000019	000019.SZ	深粮控股	SZ
002787	002787.SZ	华源控股	SZ
301276	301276.SZ	嘉曼服饰	SZ
300839	300839.SZ	博汇股份	SZ
600784	600784.SS	鲁银投资	SH
002029	002029.SZ	七 匹 狼	SZ
000701	000701.SZ	厦门信达	SZ
688198	688198.SS	佰仁医疗	SH
601866	601866.SS	中远海发	SH
600901	600901.SS	江苏金租	SH
600310	600310.SS	广西能源	SH
603217	603217.SS	元利科技	SH
300965	300965.SZ	*ST恒宇	SZ
601717	601717.SS	郑煤机	SH
688169	688169.SS	石头科技	SH
002948	002948.SZ	青岛银行	SZ
603150	603150.SS	万朗磁塑	SH
000590	000590.SZ	启迪药业	SZ
600348	600348.SS	华阳股份	SH
301552	301552.SZ	科力装备	SZ
002333	002333.SZ	罗普斯金	SZ
000548	000548.SZ	湖南投资	SZ
603277	603277.SS	银都股份	SH
000819	000819.SZ	岳阳兴长	SZ
603811	603811.SS	诚意药业	SH
601222	601222.SS	林洋能源	SH
603378	603378.SS	亚士创能	SH
603183	603183.SS	建研院	SH
300497	300497.SZ	富祥药业	SZ
000876	000876.SZ	新 希 望	SZ
002382	002382.SZ	蓝帆医疗	SZ
300228	300228.SZ	富瑞特装	SZ
600844	600844.SS	丹化科技	SH
600017	600017.SS	日照港	SH
002543	002543.SZ	万和电气	SZ
002678	002678.SZ	珠江钢琴	SZ
000507	000507.SZ	珠海港	SZ
688623	688623.SS	双元科技	SH
001256	001256.SZ	炜冈科技	SZ
603282	603282.SS	亚光股份	SH
301339	301339.SZ	通行宝	SZ
300318	300318.SZ	博晖创新	SZ
688089	688089.SS	嘉必优	SH
000890	000890.SZ	法尔胜	SZ
600805	600805.SS	悦达投资	SH
603278	603278.SS	大业股份	SH
601179	601179.SS	中国西电	SH
002372	002372.SZ	伟星新材	SZ
002893	002893.SZ	京能热力	SZ
605011	605011.SS	杭州热电	SH
603587	603587.SS	地素时尚	SH
601068	601068.SS	中铝国际	SH
002701	002701.SZ	奥瑞金	SZ
000900	000900.SZ	现代投资	SZ
002287	002287.SZ	奇正藏药	SZ
601965	601965.SS	中国汽研	SH
002193	002193.SZ	如意集团	SZ
000703	000703.SZ	恒逸石化	SZ
600054	600054.SS	黄山旅游	SH
002554	002554.SZ	惠博普	SZ
600971	600971.SS	恒源煤电	SH
300993	300993.SZ	玉马遮阳	SZ
002398	002398.SZ	垒知集团	SZ
603898	603898.SS	好莱客	SH
600658	600658.SS	电子城	SH
603113	603113.SS	金能科技	SH
600790	600790.SS	轻纺城	SH
600128	600128.SS	苏豪弘业	SH
002538	002538.SZ	司尔特	SZ
002159	002159.SZ	三特索道	SZ
301003	301003.SZ	江苏博云	SZ
000544	000544.SZ	中原环保	SZ
600522	600522.SS	中天科技	SH
002437	002437.SZ	誉衡药业	SZ
000883	000883.SZ	湖北能源	SZ
603698	603698.SS	航天工程	SH
002838	002838.SZ	道恩股份	SZ
300422	300422.SZ	博世科	SZ
600713	600713.SS	南京医药	SH
002496	002496.SZ	辉丰股份	SZ
601601	601601.SS	中国太保	SH
002224	002224.SZ	三 力 士	SZ
688193	688193.SS	仁度生物	SH
605222	605222.SS	起帆电缆	SH
000505	000505.SZ	京粮控股	SZ
300844	300844.SZ	山水比德	SZ
605055	605055.SS	迎丰股份	SH
688513	688513.SS	苑东生物	SH
688367	688367.SS	工大高科	SH
300489	300489.SZ	光智科技	SZ
002507	002507.SZ	涪陵榨菜	SZ
301372	301372.SZ	科净源	SZ
603280	603280.SS	南方路机	SH
600370	600370.SS	三房巷	SH
603121	603121.SS	华培动力	SH
002035	002035.SZ	华帝股份	SZ
301097	301097.SZ	天益医疗	SZ
600415	600415.SS	小商品城	SH
600717	600717.SS	天津港	SH
002393	002393.SZ	力生制药	SZ
603836	603836.SS	海程邦达	SH
600800	600800.SS	渤海化学	SH
600583	600583.SS	海油工程	SH
605189	605189.SS	富春染织	SH
603778	603778.SS	国晟科技	SH
600488	600488.SS	津药药业	SH
002145	002145.SZ	中核钛白	SZ
002430	002430.SZ	杭氧股份	SZ
603195	603195.SS	公牛集团	SH
600113	600113.SS	浙江东日	SH
600436	600436.SS	片仔癀	SH
603727	603727.SS	博迈科	SH
600688	600688.SS	上海石化	SH
002493	002493.SZ	荣盛石化	SZ
300335	300335.SZ	迪森股份	SZ
600389	600389.SS	江山股份	SH
600734	600734.SS	实达集团	SH
000888	000888.SZ	峨眉山Ａ	SZ
601118	601118.SS	海南橡胶	SH
001238	001238.SZ	浙江正特	SZ
003017	003017.SZ	大洋生物	SZ
002472	002472.SZ	双环传动	SZ
600159	600159.SS	大龙地产	SH
002228	002228.SZ	合兴包装	SZ
688050	688050.SS	爱博医疗	SH
605178	605178.SS	时空科技	SH
688251	688251.SS	井松智能	SH
601918	601918.SS	新集能源	SH
002857	002857.SZ	三晖电气	SZ
301585	301585.SZ	蓝宇股份	SZ
600874	600874.SS	创业环保	SH
001219	001219.SZ	青岛食品	SZ
688211	688211.SS	中科微至	SH
603307	603307.SS	扬州金泉	SH
600561	600561.SS	江西长运	SH
300376	300376.SZ	ST易事特	SZ
688258	688258.SS	卓易信息	SH
600368	600368.SS	五洲交通	SH
600230	600230.SS	沧州大化	SH
600995	600995.SS	南网储能	SH
300970	300970.SZ	华绿生物	SZ
300649	300649.SZ	杭州园林	SZ
002314	002314.SZ	南山控股	SZ
002259	002259.SZ	ST升达	SZ
603789	603789.SS	星光农机	SH
003042	003042.SZ	中农联合	SZ
002932	002932.SZ	明德生物	SZ
000155	000155.SZ	川能动力	SZ
600970	600970.SS	中材国际	SH
000897	000897.SZ	津滨发展	SZ
603363	603363.SS	*ST傲农	SH
600742	600742.SS	一汽富维	SH
002816	002816.SZ	和科达	SZ
603956	603956.SS	威派格	SH
600982	600982.SS	宁波能源	SH
300664	300664.SZ	鹏鹞环保	SZ
603040	603040.SS	新坐标	SH
000403	000403.SZ	派林生物	SZ
600578	600578.SS	京能电力	SH
300274	300274.SZ	阳光电源	SZ
000677	000677.SZ	恒天海龙	SZ
000597	000597.SZ	东北制药	SZ
600596	600596.SS	新安股份	SH
300774	300774.SZ	倍杰特	SZ
688581	688581.SS	安杰思	SH
300163	300163.SZ	ST先锋	SZ
601065	601065.SS	江盐集团	SH
603285	603285.SS	键邦股份	SH
603128	603128.SS	华贸物流	SH
000830	000830.SZ	鲁西化工	SZ
603889	603889.SS	新澳股份	SH
001259	001259.SZ	利仁科技	SZ
000612	000612.SZ	焦作万方	SZ
002294	002294.SZ	信立泰	SZ
300891	300891.SZ	惠云钛业	SZ
301130	301130.SZ	西点药业	SZ
300254	300254.SZ	仟源医药	SZ
600315	600315.SS	上海家化	SH
601872	601872.SS	招商轮船	SH
000011	000011.SZ	深物业A	SZ
300990	300990.SZ	同飞股份	SZ
600558	600558.SS	大西洋	SH
000401	000401.SZ	冀东水泥	SZ
603213	603213.SS	镇洋发展	SH
600618	600618.SS	氯碱化工	SH
000601	000601.SZ	韶能股份	SZ
603693	603693.SS	江苏新能	SH
000014	000014.SZ	沙河股份	SZ
688051	688051.SS	佳华科技	SH
603385	603385.SS	惠达卫浴	SH
000519	000519.SZ	中兵红箭	SZ
600196	600196.SS	复星医药	SH
603967	603967.SS	中创物流	SH
688455	688455.SS	科捷智能	SH
603181	603181.SS	皇马科技	SH
603039	603039.SS	泛微网络	SH
002084	002084.SZ	海鸥住工	SZ
000999	000999.SZ	华润三九	SZ
300651	300651.SZ	金陵体育	SZ
600371	600371.SS	万向德农	SH
301223	301223.SZ	中荣股份	SZ
301355	301355.SZ	南王科技	SZ
600500	600500.SS	中化国际	SH
002202	002202.SZ	金风科技	SZ
000903	000903.SZ	云内动力	SZ
301043	301043.SZ	绿岛风	SZ
601868	601868.SS	中国能建	SH
601702	601702.SS	华峰铝业	SH
600854	600854.SS	春兰股份	SH
688137	688137.SS	近岸蛋白	SH
603878	603878.SS	武进不锈	SH
600000	600000.SS	浦发银行	SH
600107	600107.SS	美尔雅	SH
300329	300329.SZ	海伦钢琴	SZ
688065	688065.SS	凯赛生物	SH
688115	688115.SS	思林杰	SH
300521	300521.SZ	爱司凯	SZ
002817	002817.SZ	黄山胶囊	SZ
688305	688305.SS	科德数控	SH
600741	600741.SS	华域汽车	SH
002062	002062.SZ	宏润建设	SZ
605056	605056.SS	咸亨国际	SH
002836	002836.SZ	新宏泽	SZ
688176	688176.SS	亚虹医药-U	SH
601600	601600.SS	中国铝业	SH
601111	601111.SS	中国国航	SH
600004	600004.SS	白云机场	SH
601801	601801.SS	皖新传媒	SH
301357	301357.SZ	北方长龙	SZ
300737	300737.SZ	科顺股份	SZ
603638	603638.SS	艾迪精密	SH
000859	000859.SZ	国风新材	SZ
600675	600675.SS	中华企业	SH
600586	600586.SS	金晶科技	SH
300849	300849.SZ	锦盛新材	SZ
601233	601233.SS	桐昆股份	SH
688398	688398.SS	赛特新材	SH
600439	600439.SS	瑞贝卡	SH
688488	688488.SS	艾迪药业	SH
603115	603115.SS	海星股份	SH
603556	603556.SS	海兴电力	SH
688600	688600.SS	皖仪科技	SH
300584	300584.SZ	海辰药业	SZ
000972	000972.SZ	中基健康	SZ
601169	601169.SS	北京银行	SH
000655	000655.SZ	金岭矿业	SZ
300898	300898.SZ	熊猫乳品	SZ
002688	002688.SZ	金河生物	SZ
603979	603979.SS	金诚信	SH
300961	300961.SZ	深水海纳	SZ
603345	603345.SS	安井食品	SH
002124	002124.SZ	ST天邦	SZ
002556	002556.SZ	辉隆股份	SZ
002391	002391.SZ	长青股份	SZ
000993	000993.SZ	闽东电力	SZ
301188	301188.SZ	力诺药包	SZ
301109	301109.SZ	军信股份	SZ
300937	300937.SZ	药易购	SZ
688433	688433.SS	华曙高科	SH
002956	002956.SZ	西麦食品	SZ
688585	688585.SS	上纬新材	SH
603335	603335.SS	迪生力	SH
000039	000039.SZ	中集集团	SZ
002881	002881.SZ	美格智能	SZ
001368	001368.SZ	通达创智	SZ
600189	600189.SS	泉阳泉	SH
605089	605089.SS	味知香	SH
603788	603788.SS	宁波高发	SH
002149	002149.SZ	西部材料	SZ
601199	601199.SS	江南水务	SH
603676	603676.SS	卫信康	SH
603839	603839.SS	安正时尚	SH
601003	601003.SS	柳钢股份	SH
603798	603798.SS	康普顿	SH
300864	300864.SZ	南大环境	SZ
002739	002739.SZ	万达电影	SZ
002375	002375.SZ	亚厦股份	SZ
600508	600508.SS	上海能源	SH
688696	688696.SS	极米科技	SH
688429	688429.SS	时创能源	SH
603289	603289.SS	泰瑞机器	SH
300900	300900.SZ	广联航空	SZ
002424	002424.SZ	ST百灵	SZ
000552	000552.SZ	甘肃能化	SZ
603367	603367.SS	辰欣药业	SH
301309	301309.SZ	万得凯	SZ
002760	002760.SZ	凤形股份	SZ
002144	002144.SZ	宏达高科	SZ
603179	603179.SS	新泉股份	SH
002322	002322.SZ	理工能科	SZ
002037	002037.SZ	保利联合	SZ
601330	601330.SS	绿色动力	SH
601669	601669.SS	中国电建	SH
600883	600883.SS	博闻科技	SH
002950	002950.SZ	奥美医疗	SZ
688370	688370.SS	丛麟科技	SH
002666	002666.SZ	德联集团	SZ
000695	000695.SZ	滨海能源	SZ
003018	003018.SZ	金富科技	SZ
600628	600628.SS	新世界	SH
301190	301190.SZ	善水科技	SZ
688799	688799.SS	华纳药厂	SH
603880	603880.SS	南卫股份	SH
601369	601369.SS	陕鼓动力	SH
601155	601155.SS	新城控股	SH
605389	605389.SS	长龄液压	SH
000892	000892.SZ	欢瑞世纪	SZ
605296	605296.SS	神农集团	SH
600495	600495.SS	晋西车轴	SH
688125	688125.SS	安达智能	SH
300918	300918.SZ	南山智尚	SZ
605303	605303.SS	园林股份	SH
300859	300859.SZ	西域旅游	SZ
000035	000035.SZ	中国天楹	SZ
000719	000719.SZ	中原传媒	SZ
300119	300119.SZ	瑞普生物	SZ
603976	603976.SS	正川股份	SH
300485	300485.SZ	赛升药业	SZ
300639	300639.SZ	凯普生物	SZ
605050	605050.SS	福然德	SH
603658	603658.SS	安图生物	SH
603321	603321.SS	梅轮电梯	SH
001231	001231.SZ	农心科技	SZ
002342	002342.SZ	巨力索具	SZ
002999	002999.SZ	天禾股份	SZ
600546	600546.SS	山煤国际	SH
600826	600826.SS	兰生股份	SH
000736	000736.SZ	中交地产	SZ
600867	600867.SS	通化东宝	SH
603214	603214.SS	爱婴室	SH
300804	300804.SZ	广康生化	SZ
600300	600300.SS	维维股份	SH
300915	300915.SZ	海融科技	SZ
688069	688069.SS	德林海	SH
603301	603301.SS	振德医疗	SH
002887	002887.SZ	绿茵生态	SZ
601888	601888.SS	中国中免	SH
600969	600969.SS	郴电国际	SH
600653	600653.SS	申华控股	SH
600098	600098.SS	广州发展	SH
002592	002592.SZ	ST八菱	SZ
600668	600668.SS	尖峰集团	SH
600539	600539.SS	狮头股份	SH
600073	600073.SS	光明肉业	SH
000761	000761.SZ	本钢板材	SZ
603357	603357.SS	设计总院	SH
000757	000757.SZ	浩物股份	SZ
002419	002419.SZ	天虹股份	SZ
600359	600359.SS	新农开发	SH
300998	300998.SZ	宁波方正	SZ
603810	603810.SS	丰山集团	SH
300636	300636.SZ	同和药业	SZ
002135	002135.SZ	东南网架	SZ
600050	600050.SS	中国联通	SH
000951	000951.SZ	中国重汽	SZ
688578	688578.SS	艾力斯	SH
301081	301081.SZ	严牌股份	SZ
002923	002923.SZ	润都股份	SZ
000089	000089.SZ	深圳机场	SZ
600727	600727.SS	鲁北化工	SH
002282	002282.SZ	博深股份	SZ
601368	601368.SS	绿城水务	SH
000931	000931.SZ	中 关 村	SZ
002672	002672.SZ	东江环保	SZ
301075	301075.SZ	多瑞医药	SZ
300437	300437.SZ	清水源	SZ
000516	000516.SZ	国际医学	SZ
300986	300986.SZ	志特新材	SZ
002762	002762.SZ	金发拉比	SZ
688334	688334.SS	西高院	SH
605319	605319.SS	无锡振华	SH
002072	002072.SZ	凯瑞德	SZ
600962	600962.SS	国投中鲁	SH
603177	603177.SS	德创环保	SH
300121	300121.SZ	阳谷华泰	SZ
603458	603458.SS	勘设股份	SH
300334	300334.SZ	津膜科技	SZ
002905	002905.SZ	金逸影视	SZ
300198	300198.SZ	纳川股份	SZ
603170	603170.SS	宝立食品	SH
002566	002566.SZ	益盛药业	SZ
600130	600130.SS	波导股份	SH
688786	688786.SS	悦安新材	SH
000766	000766.SZ	通化金马	SZ
002942	002942.SZ	新农股份	SZ
600463	600463.SS	空港股份	SH
003035	003035.SZ	南网能源	SZ
002431	002431.SZ	棕榈股份	SZ
002853	002853.SZ	皮阿诺	SZ
301469	301469.SZ	恒达新材	SZ
603129	603129.SS	春风动力	SH
601975	601975.SS	招商南油	SH
603022	603022.SS	新通联	SH
603998	603998.SS	方盛制药	SH
600167	600167.SS	联美控股	SH
600251	600251.SS	冠农股份	SH
601069	601069.SS	西部黄金	SH
600988	600988.SS	赤峰黄金	SH
600503	600503.SS	华丽家族	SH
600076	600076.SS	康欣新材	SH
002126	002126.SZ	银轮股份	SZ
688616	688616.SS	西力科技	SH
000029	000029.SZ	深深房Ａ	SZ
603259	603259.SS	药明康德	SH
002441	002441.SZ	众业达	SZ
002969	002969.SZ	嘉美包装	SZ
601117	601117.SS	中国化学	SH
600651	600651.SS	飞乐音响	SH
600009	600009.SS	上海机场	SH
600812	600812.SS	华北制药	SH
600535	600535.SS	天士力	SH
603505	603505.SS	金石资源	SH
