股票代码	雅虎代码	公司名称	交易所
003037	003037.SZ	三和管桩	SZ
002320	002320.SZ	海峡股份	SZ
301335	301335.SZ	天元宠物	SZ
002042	002042.SZ	华孚时尚	SZ
002274	002274.SZ	华昌化工	SZ
300174	300174.SZ	元力股份	SZ
600261	600261.SS	阳光照明	SH
601900	601900.SS	南方传媒	SH
002021	002021.SZ	中捷资源	SZ
301225	301225.SZ	恒勃股份	SZ
301032	301032.SZ	新柴股份	SZ
600871	600871.SS	石化油服	SH
002795	002795.SZ	永和智控	SZ
002061	002061.SZ	浙江交科	SZ
605005	605005.SS	合兴股份	SH
000065	000065.SZ	北方国际	SZ
000881	000881.SZ	中广核技	SZ
601860	601860.SS	紫金银行	SH
600731	600731.SS	湖南海利	SH
002048	002048.SZ	宁波华翔	SZ
300021	300021.SZ	大禹节水	SZ
688199	688199.SS	久日新材	SH
600295	600295.SS	鄂尔多斯	SH
002091	002091.SZ	江苏国泰	SZ
000042	000042.SZ	中洲控股	SZ
603060	603060.SS	国检集团	SH
002623	002623.SZ	亚玛顿	SZ
300194	300194.SZ	福安药业	SZ
301077	301077.SZ	星华新材	SZ
002056	002056.SZ	横店东磁	SZ
603236	603236.SS	移远通信	SH
300201	300201.SZ	海伦哲	SZ
000875	000875.SZ	吉电股份	SZ
002524	002524.SZ	光正眼科	SZ
002544	002544.SZ	普天科技	SZ
600459	600459.SS	贵研铂业	SH
301279	301279.SZ	金道科技	SZ
600654	600654.SS	中安科	SH
000630	000630.SZ	铜陵有色	SZ
601061	601061.SS	中信金属	SH
688338	688338.SS	赛科希德	SH
600079	600079.SS	人福医药	SH
002235	002235.SZ	安妮股份	SZ
603968	603968.SS	醋化股份	SH
601187	601187.SS	厦门银行	SH
000659	000659.SZ	珠海中富	SZ
000633	000633.SZ	合金投资	SZ
603815	603815.SS	交建股份	SH
301200	301200.SZ	大族数控	SZ
688180	688180.SS	君实生物-U	SH
603929	603929.SS	亚翔集成	SH
002737	002737.SZ	葵花药业	SZ
601828	601828.SS	美凯龙	SH
300149	300149.SZ	睿智医药	SZ
600482	600482.SS	中国动力	SH
601319	601319.SS	中国人保	SH
603517	603517.SS	绝味食品	SH
600152	600152.SS	维科技术	SH
300517	300517.SZ	海波重科	SZ
601997	601997.SS	贵阳银行	SH
600748	600748.SS	上实发展	SH
600110	600110.SS	诺德股份	SH
603949	603949.SS	雪龙集团	SH
000557	000557.SZ	西部创业	SZ
300055	300055.SZ	万邦达	SZ
002761	002761.SZ	浙江建投	SZ
301489	301489.SZ	思泉新材	SZ
600502	600502.SS	安徽建工	SH
601515	601515.SS	东峰集团	SH
002305	002305.SZ	南国置业	SZ
003009	003009.SZ	中天火箭	SZ
601226	601226.SS	华电科工	SH
002255	002255.SZ	海陆重工	SZ
688659	688659.SS	元琛科技	SH
002099	002099.SZ	海翔药业	SZ
300404	300404.SZ	博济医药	SZ
001268	001268.SZ	联合精密	SZ
002081	002081.SZ	金 螳 螂	SZ
000591	000591.SZ	太阳能	SZ
301167	301167.SZ	建研设计	SZ
300590	300590.SZ	移为通信	SZ
300138	300138.SZ	晨光生物	SZ
002432	002432.SZ	九安医疗	SZ
600352	600352.SS	浙江龙盛	SH
002221	002221.SZ	东华能源	SZ
300151	300151.SZ	昌红科技	SZ
600125	600125.SS	铁龙物流	SH
688215	688215.SS	瑞晟智能	SH
600456	600456.SS	宝钛股份	SH
688395	688395.SS	正弦电气	SH
603619	603619.SS	中曼石油	SH
688345	688345.SS	博力威	SH
600685	600685.SS	中船防务	SH
600512	600512.SS	腾达建设	SH
603596	603596.SS	伯特利	SH
688179	688179.SS	阿拉丁	SH
002622	002622.SZ	皓宸医疗	SZ
002907	002907.SZ	华森制药	SZ
300181	300181.SZ	佐力药业	SZ
300929	300929.SZ	华骐环保	SZ
301258	301258.SZ	富士莱	SZ
002385	002385.SZ	大北农	SZ
300836	300836.SZ	佰奥智能	SZ
300427	300427.SZ	红相股份	SZ
300453	300453.SZ	三鑫医疗	SZ
600363	600363.SS	联创光电	SH
300487	300487.SZ	蓝晓科技	SZ
688293	688293.SS	奥浦迈	SH
002938	002938.SZ	鹏鼎控股	SZ
300642	300642.SZ	透景生命	SZ
601966	601966.SS	玲珑轮胎	SH
688038	688038.SS	中科通达	SH
603331	603331.SS	百达精工	SH
301118	301118.SZ	恒光股份	SZ
000570	000570.SZ	苏常柴Ａ	SZ
301119	301119.SZ	正强股份	SZ
002172	002172.SZ	澳洋健康	SZ
301555	301555.SZ	惠柏新材	SZ
002522	002522.SZ	浙江众成	SZ
002767	002767.SZ	先锋电子	SZ
000060	000060.SZ	中金岭南	SZ
688098	688098.SS	申联生物	SH
002921	002921.SZ	联诚精密	SZ
600753	600753.SS	庚星股份	SH
300943	300943.SZ	春晖智控	SZ
000921	000921.SZ	海信家电	SZ
300124	300124.SZ	汇川技术	SZ
603192	603192.SS	汇得科技	SH
000800	000800.SZ	一汽解放	SZ
600662	600662.SS	外服控股	SH
600499	600499.SS	科达制造	SH
002266	002266.SZ	浙富控股	SZ
000571	000571.SZ	新大洲A	SZ
603209	603209.SS	兴通股份	SH
600262	600262.SS	北方股份	SH
600032	600032.SS	浙江新能	SH
000755	000755.SZ	山西高速	SZ
301155	301155.SZ	海力风电	SZ
300580	300580.SZ	贝斯特	SZ
688420	688420.SS	美腾科技	SH
603298	603298.SS	杭叉集团	SH
600744	600744.SS	华银电力	SH
002977	002977.SZ	天箭科技	SZ
002138	002138.SZ	顺络电子	SZ
603818	603818.SS	曲美家居	SH
688419	688419.SS	耐科装备	SH
002588	002588.SZ	史丹利	SZ
000707	000707.SZ	双环科技	SZ
002557	002557.SZ	洽洽食品	SZ
002054	002054.SZ	德美化工	SZ
001379	001379.SZ	腾达科技	SZ
603132	603132.SS	金徽股份	SH
300233	300233.SZ	金城医药	SZ
300801	300801.SZ	泰和科技	SZ
688626	688626.SS	翔宇医疗	SH
688021	688021.SS	奥福环保	SH
002427	002427.SZ	尤夫股份	SZ
605555	605555.SS	德昌股份	SH
300846	300846.SZ	首都在线	SZ
600808	600808.SS	马钢股份	SH
603938	603938.SS	三孚股份	SH
301026	301026.SZ	浩通科技	SZ
603477	603477.SS	巨星农牧	SH
601689	601689.SS	拓普集团	SH
600821	600821.SS	金开新能	SH
688543	688543.SS	国科军工	SH
688556	688556.SS	高测股份	SH
300673	300673.SZ	佩蒂股份	SZ
002164	002164.SZ	宁波东力	SZ
002669	002669.SZ	康达新材	SZ
002551	002551.SZ	尚荣医疗	SZ
603926	603926.SS	铁流股份	SH
688357	688357.SS	建龙微纳	SH
300343	300343.SZ	联创股份	SZ
301373	301373.SZ	凌玮科技	SZ
603719	603719.SS	良品铺子	SH
603983	603983.SS	丸美生物	SH
600325	600325.SS	华发股份	SH
688602	688602.SS	康鹏科技	SH
002155	002155.SZ	湖南黄金	SZ
600837	600837.SS	海通证券	SH
605180	605180.SS	华生科技	SH
688288	688288.SS	鸿泉物联	SH
300789	300789.SZ	唐源电气	SZ
603661	603661.SS	恒林股份	SH
002727	002727.SZ	一心堂	SZ
688013	688013.SS	天臣医疗	SH
603205	603205.SS	健尔康	SH
603193	603193.SS	润本股份	SH
600056	600056.SS	中国医药	SH
301125	301125.SZ	腾亚精工	SZ
301065	301065.SZ	本立科技	SZ
002933	002933.SZ	新兴装备	SZ
000967	000967.SZ	盈峰环境	SZ
688166	688166.SS	博瑞医药	SH
603050	603050.SS	科林电气	SH
300628	300628.SZ	亿联网络	SZ
002191	002191.SZ	劲嘉股份	SZ
002527	002527.SZ	新时达	SZ
688185	688185.SS	康希诺	SH
603776	603776.SS	永安行	SH
600239	600239.SS	云南城投	SH
002300	002300.SZ	太阳电缆	SZ
301138	301138.SZ	华研精机	SZ
000009	000009.SZ	中国宝安	SZ
300892	300892.SZ	品渥食品	SZ
002997	002997.SZ	瑞鹄模具	SZ
688468	688468.SS	科美诊断	SH
300653	300653.SZ	正海生物	SZ
600373	600373.SS	中文传媒	SH
603075	603075.SS	热威股份	SH
600845	600845.SS	宝信软件	SH
002958	002958.SZ	青农商行	SZ
002734	002734.SZ	利民股份	SZ
603806	603806.SS	福斯特	SH
300026	300026.SZ	红日药业	SZ
600111	600111.SS	北方稀土	SH
002030	002030.SZ	达安基因	SZ
301349	301349.SZ	信德新材	SZ
600170	600170.SS	上海建工	SH
600663	600663.SS	陆家嘴	SH
002026	002026.SZ	山东威达	SZ
688046	688046.SS	药康生物	SH
001278	001278.SZ	一彬科技	SZ
603227	603227.SS	雪峰科技	SH
601628	601628.SS	中国人寿	SH
300677	300677.SZ	英科医疗	SZ
300589	300589.SZ	江龙船艇	SZ
688793	688793.SS	倍轻松	SH
300463	300463.SZ	迈克生物	SZ
603088	603088.SS	宁波精达	SH
002912	002912.SZ	中新赛克	SZ
301092	301092.SZ	争光股份	SZ
300983	300983.SZ	尤安设计	SZ
600751	600751.SS	海航科技	SH
000927	000927.SZ	中国铁物	SZ
301193	301193.SZ	家联科技	SZ
600478	600478.SS	科力远	SH
300813	300813.SZ	泰林生物	SZ
688108	688108.SS	赛诺医疗	SH
600525	600525.SS	长园集团	SH
603387	603387.SS	基蛋生物	SH
601700	601700.SS	风范股份	SH
601231	601231.SS	环旭电子	SH
002216	002216.SZ	三全食品	SZ
000965	000965.SZ	天保基建	SZ
000608	000608.SZ	阳光股份	SZ
000928	000928.SZ	中钢国际	SZ
002347	002347.SZ	泰尔股份	SZ
603309	603309.SS	维力医疗	SH
301520	301520.SZ	万邦医药	SZ
001311	001311.SZ	多利科技	SZ
000690	000690.SZ	宝新能源	SZ
601800	601800.SS	中国交建	SH
688177	688177.SS	百奥泰	SH
600824	600824.SS	益民集团	SH
002825	002825.SZ	纳尔股份	SZ
603230	603230.SS	内蒙新华	SH
688289	688289.SS	圣湘生物	SH
603823	603823.SS	百合花	SH
601588	601588.SS	北辰实业	SH
600569	600569.SS	安阳钢铁	SH
301548	301548.SZ	崇德科技	SZ
002982	002982.SZ	湘佳股份	SZ
300473	300473.SZ	德尔股份	SZ
301499	301499.SZ	维科精密	SZ
600207	600207.SS	安彩高科	SH
300144	300144.SZ	宋城演艺	SZ
688070	688070.SS	纵横股份	SH
603096	603096.SS	新经典	SH
002414	002414.SZ	高德红外	SZ
600873	600873.SS	梅花生物	SH
300815	300815.SZ	玉禾田	SZ
000422	000422.SZ	湖北宜化	SZ
603586	603586.SS	金麒麟	SH
000607	000607.SZ	华媒控股	SZ
301131	301131.SZ	聚赛龙	SZ
300912	300912.SZ	凯龙高科	SZ
002248	002248.SZ	华东数控	SZ
300230	300230.SZ	永利股份	SZ
003025	003025.SZ	思进智能	SZ
002976	002976.SZ	瑞玛精密	SZ
605218	605218.SS	伟时电子	SH
600960	600960.SS	渤海汽车	SH
000509	000509.SZ	华塑控股	SZ
603605	603605.SS	珀莱雅	SH
688363	688363.SS	华熙生物	SH
301170	301170.SZ	锡南科技	SZ
688291	688291.SS	金橙子	SH
001328	001328.SZ	登康口腔	SZ
603131	603131.SS	上海沪工	SH
603527	603527.SS	众源新材	SH
603276	603276.SS	恒兴新材	SH
603856	603856.SS	东宏股份	SH
002448	002448.SZ	中原内配	SZ
300922	300922.SZ	天秦装备	SZ
300128	300128.SZ	锦富技术	SZ
600764	600764.SS	中国海防	SH
300967	300967.SZ	晓鸣股份	SZ
605208	605208.SS	永茂泰	SH
301381	301381.SZ	赛维时代	SZ
300317	300317.SZ	珈伟新能	SZ
600429	600429.SS	三元股份	SH
300837	300837.SZ	浙矿股份	SZ
300126	300126.SZ	锐奇股份	SZ
600661	600661.SS	昂立教育	SH
301030	301030.SZ	仕净科技	SZ
688456	688456.SS	有研粉材	SH
002346	002346.SZ	柘中股份	SZ
600876	600876.SS	凯盛新能	SH
300016	300016.SZ	北陆药业	SZ
300614	300614.SZ	百川畅银	SZ
688722	688722.SS	同益中	SH
600226	600226.SS	亨通股份	SH
002839	002839.SZ	张家港行	SZ
301277	301277.SZ	新天地	SZ
002806	002806.SZ	华锋股份	SZ
301166	301166.SZ	优宁维	SZ
601106	601106.SS	中国一重	SH
002555	002555.SZ	三七互娱	SZ
002722	002722.SZ	物产金轮	SZ
300305	300305.SZ	裕兴股份	SZ
002098	002098.SZ	浔兴股份	SZ
300662	300662.SZ	科锐国际	SZ
002392	002392.SZ	北京利尔	SZ
300758	300758.SZ	七彩化学	SZ
600794	600794.SS	保税科技	SH
300978	300978.SZ	东箭科技	SZ
002340	002340.SZ	格林美	SZ
600151	600151.SS	航天机电	SH
300751	300751.SZ	迈为股份	SZ
603663	603663.SS	三祥新材	SH
601096	601096.SS	宏盛华源	SH
600851	600851.SS	海欣股份	SH
600022	600022.SS	山东钢铁	SH
300600	300600.SZ	ST瑞科	SZ
601218	601218.SS	吉鑫科技	SH
300529	300529.SZ	健帆生物	SZ
002516	002516.SZ	旷达科技	SZ
300818	300818.SZ	耐普矿机	SZ
301038	301038.SZ	深水规院	SZ
600881	600881.SS	亚泰集团	SH
000935	000935.SZ	四川双马	SZ
003011	003011.SZ	海象新材	SZ
300074	300074.SZ	华平股份	SZ
603316	603316.SS	诚邦股份	SH
300886	300886.SZ	华业香料	SZ
688151	688151.SS	华强科技	SH
300819	300819.SZ	聚杰微纤	SZ
300358	300358.SZ	楚天科技	SZ
002546	002546.SZ	新联电子	SZ
001203	001203.SZ	大中矿业	SZ
300926	300926.SZ	博俊科技	SZ
603237	603237.SS	五芳斋	SH
603373	603373.SS	安邦护卫	SH
688410	688410.SS	山外山	SH
601899	601899.SS	紫金矿业	SH
600215	600215.SS	派斯林	SH
301396	301396.SZ	宏景科技	SZ
300486	300486.SZ	东杰智能	SZ
300158	300158.SZ	振东制药	SZ
000629	000629.SZ	钒钛股份	SZ
000032	000032.SZ	深桑达Ａ	SZ
688568	688568.SS	中科星图	SH
300995	300995.SZ	奇德新材	SZ
002408	002408.SZ	齐翔腾达	SZ
000589	000589.SZ	贵州轮胎	SZ
688681	688681.SS	科汇股份	SH
603360	603360.SS	百傲化学	SH
300461	300461.SZ	田中精机	SZ
001336	001336.SZ	楚环科技	SZ
601211	601211.SS	国泰君安	SH
300413	300413.SZ	芒果超媒	SZ
300490	300490.SZ	华自科技	SZ
300899	300899.SZ	上海凯鑫	SZ
002242	002242.SZ	九阳股份	SZ
603368	603368.SS	柳药集团	SH
688328	688328.SS	深科达	SH
601606	601606.SS	长城军工	SH
603107	603107.SS	上海汽配	SH
300971	300971.SZ	博亚精工	SZ
300810	300810.SZ	中科海讯	SZ
300549	300549.SZ	优德精密	SZ
600769	600769.SS	祥龙电业	SH
603037	603037.SS	凯众股份	SH
688041	688041.SS	海光信息	SH
600169	600169.SS	太原重工	SH
688550	688550.SS	瑞联新材	SH
688223	688223.SS	晶科能源	SH
600732	600732.SS	爱旭股份	SH
300403	300403.SZ	汉宇集团	SZ
300072	300072.SZ	海新能科	SZ
603310	603310.SS	巍华新材	SH
002561	002561.SZ	徐家汇	SZ
002801	002801.SZ	微光股份	SZ
600787	600787.SS	中储股份	SH
002685	002685.SZ	华东重机	SZ
002562	002562.SZ	兄弟科技	SZ
688697	688697.SS	纽威数控	SH
001316	001316.SZ	润贝航科	SZ
300625	300625.SZ	三雄极光	SZ
300510	300510.SZ	金冠股份	SZ
600195	600195.SS	中牧股份	SH
000963	000963.SZ	华东医药	SZ
300099	300099.SZ	尤洛卡	SZ
000758	000758.SZ	中色股份	SZ
600637	600637.SS	东方明珠	SH
002928	002928.SZ	华夏航空	SZ
300243	300243.SZ	瑞丰高材	SZ
688372	688372.SS	伟测科技	SH
601778	601778.SS	晶科科技	SH
002694	002694.SZ	顾地科技	SZ
000990	000990.SZ	诚志股份	SZ
600422	600422.SS	昆药集团	SH
300875	300875.SZ	捷强装备	SZ
300110	300110.SZ	华仁药业	SZ
603380	603380.SS	易德龙	SH
300314	300314.SZ	戴维医疗	SZ
301083	301083.SZ	百胜智能	SZ
002476	002476.SZ	宝莫股份	SZ
301150	301150.SZ	中一科技	SZ
601388	601388.SS	怡球资源	SH
600252	600252.SS	中恒集团	SH
001227	001227.SZ	兰州银行	SZ
000962	000962.SZ	东方钽业	SZ
000751	000751.SZ	锌业股份	SZ
300505	300505.SZ	川金诺	SZ
600420	600420.SS	国药现代	SH
603858	603858.SS	步长制药	SH
002463	002463.SZ	沪电股份	SZ
300626	300626.SZ	华瑞股份	SZ
000537	000537.SZ	中绿电	SZ
601133	601133.SS	柏诚股份	SH
600746	600746.SS	江苏索普	SH
002315	002315.SZ	焦点科技	SZ
301215	301215.SZ	中汽股份	SZ
300259	300259.SZ	新天科技	SZ
002936	002936.SZ	郑州银行	SZ
002653	002653.SZ	海思科	SZ
003027	003027.SZ	同兴科技	SZ
603187	603187.SS	海容冷链	SH
301539	301539.SZ	宏鑫科技	SZ
688113	688113.SS	联测科技	SH
002689	002689.SZ	远大智能	SZ
301113	301113.SZ	雅艺科技	SZ
002451	002451.SZ	摩恩电气	SZ
688505	688505.SS	复旦张江	SH
688526	688526.SS	科前生物	SH
002614	002614.SZ	奥佳华	SZ
300865	300865.SZ	大宏立	SZ
000572	000572.SZ	海马汽车	SZ
600497	600497.SS	驰宏锌锗	SH
301028	301028.SZ	东亚机械	SZ
002603	002603.SZ	以岭药业	SZ
000825	000825.SZ	太钢不锈	SZ
002469	002469.SZ	三维化学	SZ
688010	688010.SS	福光股份	SH
601212	601212.SS	白银有色	SH
300267	300267.SZ	尔康制药	SZ
688466	688466.SS	金科环境	SH
688308	688308.SS	欧科亿	SH
600877	600877.SS	电科芯片	SH
301362	301362.SZ	民爆光电	SZ
300511	300511.SZ	雪榕生物	SZ
300217	300217.SZ	东方电热	SZ
002188	002188.SZ	中天服务	SZ
000807	000807.SZ	云铝股份	SZ
605123	605123.SS	派克新材	SH
002203	002203.SZ	海亮股份	SZ
688025	688025.SS	杰普特	SH
300034	300034.SZ	钢研高纳	SZ
002858	002858.SZ	力盛体育	SZ
301387	301387.SZ	光大同创	SZ
300548	300548.SZ	博创科技	SZ
603172	603172.SS	万丰股份	SH
600833	600833.SS	第一医药	SH
603982	603982.SS	泉峰汽车	SH
603800	603800.SS	洪田股份	SH
688317	688317.SS	之江生物	SH
300848	300848.SZ	美瑞新材	SZ
002050	002050.SZ	三花智控	SZ
002253	002253.SZ	川大智胜	SZ
601311	601311.SS	骆驼股份	SH
300030	300030.SZ	阳普医疗	SZ
002842	002842.SZ	翔鹭钨业	SZ
300610	300610.SZ	晨化股份	SZ
603551	603551.SS	奥普科技	SH
603639	603639.SS	海利尔	SH
603366	603366.SS	日出东方	SH
301072	301072.SZ	中捷精工	SZ
688189	688189.SS	南新制药	SH
002660	002660.SZ	茂硕电源	SZ
300347	300347.SZ	泰格医药	SZ
600613	600613.SS	神奇制药	SH
000779	000779.SZ	甘咨询	SZ
300258	300258.SZ	精锻科技	SZ
300591	300591.SZ	万里马	SZ
002132	002132.SZ	恒星科技	SZ
605077	605077.SS	华康股份	SH
301213	301213.SZ	观想科技	SZ
001255	001255.SZ	博菲电气	SZ
301201	301201.SZ	诚达药业	SZ
000030	000030.SZ	富奥股份	SZ
000526	000526.SZ	学大教育	SZ
301120	301120.SZ	新特电气	SZ
300749	300749.SZ	顶固集创	SZ
002471	002471.SZ	中超控股	SZ
600078	600078.SS	澄星股份	SH
002140	002140.SZ	东华科技	SZ
600866	600866.SS	星湖科技	SH
002378	002378.SZ	章源钨业	SZ
301058	301058.SZ	中粮科工	SZ
300685	300685.SZ	艾德生物	SZ
605255	605255.SS	天普股份	SH
300519	300519.SZ	新光药业	SZ
600967	600967.SS	内蒙一机	SH
300160	300160.SZ	秀强股份	SZ
002698	002698.SZ	博实股份	SZ
000521	000521.SZ	长虹美菱	SZ
600141	600141.SS	兴发集团	SH
600058	600058.SS	五矿发展	SH
002239	002239.SZ	奥特佳	SZ
000560	000560.SZ	我爱我家	SZ
301301	301301.SZ	川宁生物	SZ
000531	000531.SZ	穗恒运Ａ	SZ
002226	002226.SZ	江南化工	SZ
603995	603995.SS	甬金股份	SH
601890	601890.SS	亚星锚链	SH
301181	301181.SZ	标榜股份	SZ
002941	002941.SZ	新疆交建	SZ
688033	688033.SS	天宜上佳	SH
002520	002520.SZ	日发精机	SZ
603569	603569.SS	长久物流	SH
603221	603221.SS	爱丽家居	SH
688321	688321.SS	微芯生物	SH
600480	600480.SS	凌云股份	SH
300947	300947.SZ	德必集团	SZ
001358	001358.SZ	兴欣新材	SZ
600409	600409.SS	三友化工	SH
002980	002980.SZ	华盛昌	SZ
002691	002691.SZ	冀凯股份	SZ
300782	300782.SZ	卓胜微	SZ
688298	688298.SS	东方生物	SH
688570	688570.SS	天玛智控	SH
688610	688610.SS	埃科光电	SH
301226	301226.SZ	祥明智能	SZ
301281	301281.SZ	科源制药	SZ
688092	688092.SS	爱科科技	SH
002713	002713.SZ	东易日盛	SZ
688615	688615.SS	合合信息	SH
002459	002459.SZ	晶澳科技	SZ
300695	300695.SZ	兆丰股份	SZ
301234	301234.SZ	五洲医疗	SZ
300558	300558.SZ	贝达药业	SZ
301040	301040.SZ	中环海陆	SZ
301020	301020.SZ	密封科技	SZ
300051	300051.SZ	琏升科技	SZ
688701	688701.SS	卓锦股份	SH
688248	688248.SS	南网科技	SH
000949	000949.SZ	新乡化纤	SZ
300732	300732.SZ	设研院	SZ
301507	301507.SZ	民生健康	SZ
002558	002558.SZ	巨人网络	SZ
603790	603790.SS	雅运股份	SH
001373	001373.SZ	翔腾新材	SZ
000524	000524.SZ	岭南控股	SZ
002585	002585.SZ	双星新材	SZ
002506	002506.SZ	协鑫集成	SZ
300879	300879.SZ	大叶股份	SZ
002880	002880.SZ	卫光生物	SZ
688103	688103.SS	国力股份	SH
000826	000826.SZ	启迪环境	SZ
300100	300100.SZ	双林股份	SZ
300019	300019.SZ	硅宝科技	SZ
002349	002349.SZ	精华制药	SZ
600710	600710.SS	苏美达	SH
688005	688005.SS	容百科技	SH
300049	300049.SZ	福瑞股份	SZ
301021	301021.SZ	英诺激光	SZ
688237	688237.SS	超卓航科	SH
603012	603012.SS	创力集团	SH
300920	300920.SZ	润阳科技	SZ
002898	002898.SZ	赛隆药业	SZ
300717	300717.SZ	华信新材	SZ
002877	002877.SZ	智能自控	SZ
301533	301533.SZ	威马农机	SZ
600026	600026.SS	中远海能	SH
301398	301398.SZ	星源卓镁	SZ
688607	688607.SS	康众医疗	SH
600217	600217.SS	中再资环	SH
300015	300015.SZ	爱尔眼科	SZ
688387	688387.SS	信科移动-U	SH
002683	002683.SZ	广东宏大	SZ
300515	300515.SZ	三德科技	SZ
301429	301429.SZ	森泰股份	SZ
600210	600210.SS	紫江企业	SH
000025	000025.SZ	特 力Ａ	SZ
000920	000920.SZ	沃顿科技	SZ
002786	002786.SZ	银宝山新	SZ
688678	688678.SS	福立旺	SH
601636	601636.SS	旗滨集团	SH
300454	300454.SZ	深信服	SZ
300981	300981.SZ	中红医疗	SZ
603612	603612.SS	索通发展	SH
300759	300759.SZ	康龙化成	SZ
603312	603312.SS	西典新能	SH
000862	000862.SZ	银星能源	SZ
603178	603178.SS	圣龙股份	SH
600208	600208.SS	衢州发展	SH
600106	600106.SS	重庆路桥	SH
300281	300281.SZ	金明精机	SZ
000683	000683.SZ	远兴能源	SZ
688059	688059.SS	华锐精密	SH
002335	002335.SZ	科华数据	SZ
300340	300340.SZ	科恒股份	SZ
603266	603266.SS	天龙股份	SH
600611	600611.SS	大众交通	SH
600378	600378.SS	昊华科技	SH
300240	300240.SZ	飞力达	SZ
603628	603628.SS	清源股份	SH
000985	000985.SZ	大庆华科	SZ
688157	688157.SS	松井股份	SH
605081	605081.SS	太和水	SH
002102	002102.SZ	能特科技	SZ
300861	300861.SZ	美畅股份	SZ
002860	002860.SZ	星帅尔	SZ
603058	603058.SS	永吉股份	SH
300289	300289.SZ	利德曼	SZ
688127	688127.SS	蓝特光学	SH
688032	688032.SS	禾迈股份	SH
300492	300492.SZ	华图山鼎	SZ
300635	300635.SZ	中达安	SZ
301051	301051.SZ	信濠光电	SZ
000722	000722.SZ	湖南发展	SZ
300842	300842.SZ	帝科股份	SZ
603799	603799.SS	华友钴业	SH
300748	300748.SZ	金力永磁	SZ
605266	605266.SS	健之佳	SH
688292	688292.SS	浩瀚深度	SH
605399	605399.SS	晨光新材	SH
300523	300523.SZ	辰安科技	SZ
002992	002992.SZ	宝明科技	SZ
300869	300869.SZ	康泰医学	SZ
603613	603613.SS	国联股份	SH
002111	002111.SZ	威海广泰	SZ
000970	000970.SZ	中科三环	SZ
002323	002323.SZ	雅博股份	SZ
002826	002826.SZ	易明医药	SZ
000559	000559.SZ	万向钱潮	SZ
002094	002094.SZ	青岛金王	SZ
000957	000957.SZ	中通客车	SZ
600259	600259.SS	广晟有色	SH
688333	688333.SS	铂力特	SH
600622	600622.SS	光大嘉宝	SH
688351	688351.SS	微电生理-U	SH
603389	603389.SS	亚振家居	SH
002549	002549.SZ	凯美特气	SZ
688718	688718.SS	唯赛勃	SH
600184	600184.SS	光电股份	SH
300994	300994.SZ	久祺股份	SZ
600676	600676.SS	交运股份	SH
603717	603717.SS	天域生物	SH
600516	600516.SS	方大炭素	SH
002116	002116.SZ	中国海诚	SZ
300984	300984.SZ	金沃股份	SZ
000668	000668.SZ	荣丰控股	SZ
301367	301367.SZ	怡和嘉业	SZ
000058	000058.SZ	深 赛 格	SZ
002526	002526.SZ	山东矿机	SZ
605286	605286.SS	同力日升	SH
002876	002876.SZ	三利谱	SZ
300402	300402.SZ	宝色股份	SZ
603901	603901.SS	永创智能	SH
301139	301139.SZ	元道通信	SZ
300320	300320.SZ	海达股份	SZ
002658	002658.SZ	雪迪龙	SZ
002513	002513.SZ	蓝丰生化	SZ
688281	688281.SS	华秦科技	SH
603127	603127.SS	昭衍新药	SH
002756	002756.SZ	永兴材料	SZ
688485	688485.SS	九州一轨	SH
300946	300946.SZ	恒而达	SZ
300206	300206.SZ	理邦仪器	SZ
002158	002158.SZ	汉钟精机	SZ
603036	603036.SS	如通股份	SH
301591	301591.SZ	肯特股份	SZ
688586	688586.SS	江航装备	SH
300710	300710.SZ	万隆光电	SZ
000078	000078.SZ	海王生物	SZ
688016	688016.SS	心脉医疗	SH
300508	300508.SZ	维宏股份	SZ
603212	603212.SS	赛伍技术	SH
600307	600307.SS	酒钢宏兴	SH
688111	688111.SS	金山办公	SH
300344	300344.SZ	立方数科	SZ
688055	688055.SS	龙腾光电	SH
300350	300350.SZ	华鹏飞	SZ
601865	601865.SS	福莱特	SH
603897	603897.SS	长城科技	SH
300556	300556.SZ	丝路视觉	SZ
601789	601789.SS	宁波建工	SH
603439	603439.SS	贵州三力	SH
300621	300621.SZ	维业股份	SZ
600557	600557.SS	康缘药业	SH
301232	301232.SZ	飞沃科技	SZ
300950	300950.SZ	德固特	SZ
000518	000518.SZ	四环生物	SZ
002703	002703.SZ	浙江世宝	SZ
300044	300044.SZ	赛为智能	SZ
002368	002368.SZ	太极股份	SZ
603895	603895.SS	天永智能	SH
301168	301168.SZ	通灵股份	SZ
002571	002571.SZ	德力股份	SZ
002690	002690.SZ	美亚光电	SZ
000831	000831.SZ	中国稀土	SZ
300048	300048.SZ	合康新能	SZ
300003	300003.SZ	乐普医疗	SZ
002125	002125.SZ	湘潭电化	SZ
600763	600763.SS	通策医疗	SH
600961	600961.SS	株冶集团	SH
600328	600328.SS	中盐化工	SH
600148	600148.SS	长春一东	SH
301053	301053.SZ	远信工业	SZ
300176	300176.SZ	鸿特科技	SZ
301017	301017.SZ	漱玉平民	SZ
600595	600595.SS	中孚实业	SH
000100	000100.SZ	TCL科技	SZ
603866	603866.SS	桃李面包	SH
603718	603718.SS	海利生物	SH
688591	688591.SS	泰凌微	SH
301153	301153.SZ	中科江南	SZ
002057	002057.SZ	中钢天源	SZ
